NCBI_Genome_RefSeq_ID	Species Name
NC_013421	Pectobacterium wasabiae WPP163
NC_016605	Pediococcus claussenii ATCC BAA-344
NC_008525	Pediococcus pentosaceus ATCC 25745
NC_013061	Pedobacter heparinus DSM 2366
NC_015177	Pedobacter saltans DSM 12145
NC_016078	Pelagibacterium halotolerans B2
NC_007498	Pelobacter carbinolicus DSM 2380
NC_008609	Pelobacter propionicus DSM 2379
NC_011060	Pelodictyon phaeoclathratiforme BU-1
NC_009454	Pelotomaculum thermopropionicum SI
NC_017179	Peptoclostridium difficile BI1
NC_013315	Peptoclostridium difficile CD196
NC_013316	Peptoclostridium difficile R20291
NC_012440	Persephonella marina EX-H1
NC_010003	Petrotoga mobilis SJ95
NC_018286	Phaeobacter gallaeciensis 2.10
NC_018290	Phaeobacter inhibens DSM 17395
NC_011144	Phenylobacterium zucineum HLK1
NC_006371	Photobacterium profundum SS9
NC_006370	Photobacterium profundum SS9
NC_012962	Photorhabdus asymbiotica subsp. asymbiotica ATCC 43949
NC_005126	Photorhabdus luminescens subsp. laumondii TTO1
NC_017080	Phycisphaera mikurensis NBRC 102666
NC_005877	Picrophilus torridus DSM 9790
NC_013720	Pirellula staleyi DSM 6068
NC_015174	Planctomyces brasiliensis DSM 5305
NC_014148	Planctomyces limnophilus DSM 3776
NC_022546	Plautia stali symbiont
NC_019689	Pleurocapsa sp. PCC 7327
NC_020830	Polaribacter sp. MED152
NC_008781	Polaromonas naphthalenivorans CJ2
NC_007948	Polaromonas sp. JS666
NC_015259	Polymorphum gilvum SL003B-26A1
NC_009379	Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1
NC_015501	Porphyromonas asaccharolytica DSM 20707
NC_002950	Porphyromonas gingivalis W83
NC_015311	Prevotella denticola F0289
NC_014033	Prevotella ruminicola 23
NC_022124	Prevotella sp. oral taxon 299 str. F0039
NC_005042	Prochlorococcus marinus subsp. marinus str. CCMP1375
NC_005072	Prochlorococcus marinus subsp. pastoris str. CCMP1986
NC_006085	Propionibacterium acnes KPA171202
NC_021064	Propionibacterium avidum 44067
NC_014215	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1
NC_018142	Propionibacterium propionicum F0230a
NC_011059	Prosthecochloris aestuarii DSM 271
NC_022000	Proteus mirabilis BB2000
NC_010554	Proteus mirabilis HI4320
NC_017731	Providencia stuartii MRSN 2154
NC_019701	Pseudanabaena sp. PCC 7367
NC_008228	Pseudoalteromonas atlantica T6c
NC_007481	Pseudoalteromonas haloplanktis TAC125
NC_016002	Pseudogulbenkiania sp. NH8B
NC_020912	Pseudomonas aeruginosa B136-33
NC_018080	Pseudomonas aeruginosa DK2
NC_023066	Pseudomonas aeruginosa LES431
NC_011770	Pseudomonas aeruginosa LESB58
NC_017548	Pseudomonas aeruginosa M18
NC_023019	Pseudomonas aeruginosa MTB-1
NC_017549	Pseudomonas aeruginosa NCGM2.S1
NC_022808	Pseudomonas aeruginosa PA1
NC_022806	Pseudomonas aeruginosa PA1R
NC_009656	Pseudomonas aeruginosa PA7
NC_002516	Pseudomonas aeruginosa PAO1
NC_022594	Pseudomonas aeruginosa PAO1-VE13
NC_022591	Pseudomonas aeruginosa PAO1-VE2
NC_022361	Pseudomonas aeruginosa PAO581
NC_021577	Pseudomonas aeruginosa RP73
NC_023149	Pseudomonas aeruginosa SCV20265
NC_008463	Pseudomonas aeruginosa UCBPP-PA14
NC_022360	Pseudomonas aeruginosa c7447m
NC_015379	Pseudomonas brassicacearum subsp. brassicacearum NFM421
NC_020829	Pseudomonas denitrificans ATCC 13867
NC_008027	Pseudomonas entomophila L48
NC_017911	Pseudomonas fluorescens A506
NC_016830	Pseudomonas fluorescens F113
NC_007492	Pseudomonas fluorescens Pf0-1
NC_012660	Pseudomonas fluorescens SBW25
NC_015556	Pseudomonas fulva 12-X
NC_015410	Pseudomonas mendocina NK-01
NC_009439	Pseudomonas mendocina ymp
NC_023075	Pseudomonas monteilii SB3078
NC_023076	Pseudomonas monteilii SB3101
NC_020209	Pseudomonas poae RE*1-1-14
NC_021237	Pseudomonas protegens CHA0
NC_004129	Pseudomonas protegens Pf-5
NC_017530	Pseudomonas putida BIRD-1
NC_018220	Pseudomonas putida DOT-T1E
NC_009512	Pseudomonas putida F1
NC_010322	Pseudomonas putida GB-1
NC_021491	Pseudomonas putida H8234
NC_019905	Pseudomonas putida HB3267
NC_002947	Pseudomonas putida KT2440
NC_021505	Pseudomonas putida NBRC 14164
NC_017986	Pseudomonas putida ND6
NC_015733	Pseudomonas putida S16
NC_010501	Pseudomonas putida W619
NC_021499	Pseudomonas resinovorans NBRC 106553
NC_023064	Pseudomonas sp. TKP
NC_019670	Pseudomonas sp. UW4
NC_022738	Pseudomonas sp. VLB120
NC_009434	Pseudomonas stutzeri A1501
NC_015740	Pseudomonas stutzeri ATCC 17588 = LMG 11199
NC_018028	Pseudomonas stutzeri CCUG 29243
NC_017532	Pseudomonas stutzeri DSM 4166
NC_005773	Pseudomonas syringae pv. phaseolicola 1448A
NC_007005	Pseudomonas syringae pv. syringae B728a
NC_004578	Pseudomonas syringae pv. tomato str. DC3000
NC_015312	Pseudonocardia dioxanivorans CB1190
NC_016642	Pseudovibrio sp. FO-BEG1
NC_016147	Pseudoxanthomonas spadix BD-a59
NC_014924	Pseudoxanthomonas suwonensis 11-1
NC_007204	Psychrobacter arcticus 273-4
NC_007969	Psychrobacter cryohalolentis K5
NC_009524	Psychrobacter sp. PRwf-1
NC_018721	Psychroflexus torquis ATCC 700755
NC_008709	Psychromonas ingrahamii 37
NC_020802	Psychromonas sp. CNPT3
NC_015458	Pusillimonas sp. T7-7
NC_003364	Pyrobaculum aerophilum str. IM2
NC_009376	Pyrobaculum arsenaticum DSM 13514
NC_009073	Pyrobaculum calidifontis JCM 11548
NC_008701	Pyrobaculum islandicum DSM 4184
NC_010525	Pyrobaculum neutrophilum V24Sta
NC_016885	Pyrobaculum oguniense TE7
NC_016645	Pyrobaculum sp. 1860
NC_000868	Pyrococcus abyssi GE5
NC_003413	Pyrococcus furiosus DSM 3638
NC_000961	Pyrococcus horikoshii OT3
NC_015474	Pyrococcus sp. NA2
NC_015680	Pyrococcus yayanosii CH1
NC_015931	Pyrolobus fumarii 1A
NC_016818	Rahnella aquatilis CIP 78.65 = ATCC 33071
NC_017047	Rahnella aquatilis HX2
NC_015061	Rahnella sp. Y9602
NC_008314	Ralstonia eutropha H16
NC_007348	Ralstonia eutropha JMP134
NC_012857	Ralstonia pickettii 12D
NC_012856	Ralstonia pickettii 12D
NC_010682	Ralstonia pickettii 12J
NC_010678	Ralstonia pickettii 12J
NC_022514	Ralstonia pickettii DTP0602
NC_014309	Ralstonia solanacearum CFBP2957
NC_014307	Ralstonia solanacearum CFBP2957
NC_017559	Ralstonia solanacearum CMR15
NC_017589	Ralstonia solanacearum CMR15
NC_021745	Ralstonia solanacearum FQY_4
NC_020799	Ralstonia solanacearum FQY_4
NC_003295	Ralstonia solanacearum GMI1000
NC_003296	Ralstonia solanacearum GMI1000
NC_014310	Ralstonia solanacearum PSI07
NC_014311	Ralstonia solanacearum PSI07
NC_017574	Ralstonia solanacearum Po82
NC_015677	Ramlibacter tataouinensis TTB310
NC_021066	Raoultella ornithinolytica B6
NC_010168	Renibacterium salmoninarum ATCC 33209
NC_007761	Rhizobium etli CFN 42
NC_010994	Rhizobium etli CIAT 652
NC_021905	Rhizobium etli bv. mimosae str. Mim1
NC_012850	Rhizobium leguminosarum bv. trifolii WSM1325
NC_011369	Rhizobium leguminosarum bv. trifolii WSM2304
NC_008380	Rhizobium leguminosarum bv. viciae 3841
NC_022545	Rhizobium sp. IRBG74
NC_020059	Rhizobium tropici CIAT 899
NC_020062	Rhizobium tropici CIAT 899
NC_020541	Rhodanobacter denitrificans
NC_014034	Rhodobacter capsulatus SB 1003
NC_009430	Rhodobacter sphaeroides ATCC 17025
NC_009428	Rhodobacter sphaeroides ATCC 17025
NC_009049	Rhodobacter sphaeroides ATCC 17029
NC_011963	Rhodobacter sphaeroides KD131
NC_014659	Rhodococcus equi 103S
NC_012490	Rhodococcus erythropolis PR4
NC_008268	Rhodococcus jostii RHA1
NC_012522	Rhodococcus opacus B4
NC_023150	Rhodococcus pyridinivorans SB3094
NC_014664	Rhodomicrobium vannielii ATCC 17100
NC_005027	Rhodopirellula baltica SH 1
NC_005296	Rhodopseudomonas palustris CGA009
NC_011420	Rhodospirillum centenum SW
NC_017059	Rhodospirillum photometricum
NC_007643	Rhodospirillum rubrum ATCC 11170
NC_017584	Rhodospirillum rubrum F11
NC_013501	Rhodothermus marinus DSM 4252
NC_012633	Rickettsia africae ESF-5
NC_009881	Rickettsia akari str. Hartford
NC_017058	Rickettsia australis str. Cutlack
NC_007940	Rickettsia bellii RML369-C
NC_009879	Rickettsia canadensis str. McKiel
NC_003103	Rickettsia conorii str. Malish 7
NC_007109	Rickettsia felis URRWXCal2
NC_015866	Rickettsia heilongjiangensis 054
NC_016050	Rickettsia japonica YH
NC_009900	Rickettsia massiliae MTU5
NC_017043	Rickettsia montanensis str. OSU 85-930
NC_017044	Rickettsia parkeri str. Portsmouth
NC_012730	Rickettsia peacockii str. Rustic
NC_016930	Rickettsia philipii str. 364D
NC_000963	Rickettsia prowazekii str. Madrid E
NC_017042	Rickettsia rhipicephali str. 3-7-female6-CWPP
NC_010263	Rickettsia rickettsii str. Iowa
NC_016639	Rickettsia slovaca 13-B
NC_006142	Rickettsia typhi str. Wilmington
NC_014738	Riemerella anatipestifer ATCC 11845 = DSM 15868
NC_019678	Rivularia sp. PCC 7116
NC_013222	Robiginitalea biformata HTCC2501
NC_015977	Roseburia hominis A2-183
NC_021040	Roseburia intestinalis M50/1
NC_021012	Roseburia intestinalis XB6B4
NC_009767	Roseiflexus castenholzii DSM 13941
NC_009523	Roseiflexus sp. RS-1
NC_008209	Roseobacter denitrificans OCh 114
NC_015730	Roseobacter litoralis Och 149
NC_014643	Rothia dentocariosa ATCC 17931
NC_013715	Rothia mucilaginosa DY-18
NC_017075	Rubrivivax gelatinosus IL144
NC_008148	Rubrobacter xylanophilus DSM 9941
NC_003911	Ruegeria pomeroyi DSS-3
NC_008044	Ruegeria sp. TM1040
NC_014833	Ruminococcus albus 7
NC_021013	Ruminococcus bromii
NC_021039	Ruminococcus champanellensis 18P13
NC_021014	Ruminococcus sp.
NC_015703	Runella slithyformis DSM 19594
NC_013159	Saccharomonospora viridis DSM 43017
NC_007912	Saccharophagus degradans 2-40
NC_009142	Saccharopolyspora erythraea NRRL 2338
NC_019673	Saccharothrix espanaensis DSM 44229
NC_021313	Salinarchaeum sp. Harcht-Bsk1
NC_007677	Salinibacter ruber DSM 13855
NC_009953	Salinispora arenicola CNS-205
NC_009380	Salinispora tropica CNB-440
NC_021870	Salmonella bongori N268-08
NC_015761	Salmonella bongori NCTC 12419
NC_010067	"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str."
NC_021820	"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str."
NC_022991	Salmonella enterica subsp. enterica serovar Agona str. 24249
NC_011149	Salmonella enterica subsp. enterica serovar Agona str. SL483
NC_021844	Salmonella enterica subsp. enterica serovar Bareilly str.
NC_022241	Salmonella enterica subsp. enterica serovar Bovismorbificans str.
NC_021818	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050
NC_011205	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853
NC_011294	Salmonella enterica subsp. enterica serovar Enteritidis str.
NC_011274	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91
NC_016831	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum
NC_022221	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum
NC_021812	Salmonella enterica subsp. enterica serovar Heidelberg str.
NC_021810	Salmonella enterica subsp. enterica serovar Heidelberg str. 41578
NC_017623	Salmonella enterica subsp. enterica serovar Heidelberg str. B182
NC_011083	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476
NC_020307	Salmonella enterica subsp. enterica serovar Javiana str.
NC_021902	Salmonella enterica subsp. enterica serovar Newport str.
NC_011080	Salmonella enterica subsp. enterica serovar Newport str. SL254
NC_006511	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
NC_010102	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7
NC_012125	Salmonella enterica subsp. enterica serovar Paratyphi C str.
NC_021984	Salmonella enterica subsp. enterica serovar Pullorum str. S06004
NC_011094	Salmonella enterica subsp. enterica serovar Schwarzengrund str.
NC_022525	Salmonella enterica subsp. enterica serovar Thompson str. RM6836
NC_003198	Salmonella enterica subsp. enterica serovar Typhi str. CT18
NC_016832	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12
NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2
NC_021176	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a
NC_016860	Salmonella enterica subsp. enterica serovar Typhimurium str.
NC_016856	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S
NC_017046	Salmonella enterica subsp. enterica serovar Typhimurium str. 798
NC_016854	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580
NC_022569	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104
NC_022544	Salmonella enterica subsp. enterica serovar Typhimurium str. DT2
NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
NC_016810	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344
NC_016857	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74
NC_021151	Salmonella enterica subsp. enterica serovar Typhimurium str. U288
NC_016863	Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1
NC_021814	Salmonella enterica subsp. enterica serovar Typhimurium var. 5-
NT_187120	Salmonella enterica subsp. enterica serovar Weltevreden str.
NC_013521	Sanguibacter keddieii DSM 10542
NC_016940	Saprospira grandis str. Lewin
NC_013517	Sebaldella termitidis ATCC 33386
NC_014168	Segniliparus rotundus DSM 44985
NC_015437	Selenomonas sputigena ATCC 35185
NC_021741	Serratia liquefaciens ATCC 27592
NC_020064	Serratia marcescens FGI94
NC_020211	Serratia marcescens WW4
NC_021591	Serratia plymuthica 4Rx13
NC_015567	Serratia plymuthica AS9
NC_021659	Serratia plymuthica S13
NC_009832	Serratia proteamaculans 568
NC_015566	Serratia sp. AS12
NC_017573	Serratia sp. AS13
NC_022268	Serratia sp. ATCC 39006
NC_016632	Serratia symbiotica str. 'Cinara cedri'
NC_008700	Shewanella amazonensis SB2B
NC_009052	Shewanella baltica OS155
NC_009665	Shewanella baltica OS185
NC_011663	Shewanella baltica OS223
NC_007954	Shewanella denitrificans OS217
NC_008345	Shewanella frigidimarina NCIMB 400
NC_010334	Shewanella halifaxensis HAW-EB4
NC_009092	Shewanella loihica PV-4
NC_004347	Shewanella oneidensis MR-1
NC_009901	Shewanella pealeana ATCC 700345
NC_011566	Shewanella piezotolerans WP3
NC_009438	Shewanella putrefaciens CN-32
NC_009831	Shewanella sediminis HAW-EB3
NC_008577	Shewanella sp. ANA-3
NC_008321	Shewanella sp. MR-4
NC_008322	Shewanella sp. MR-7
NC_008750	Shewanella sp. W3-18-1
NC_014012	Shewanella violacea DSS12
NC_010506	Shewanella woodyi ATCC 51908
NC_010658	Shigella boydii CDC 3083-94
NC_007613	Shigella boydii Sb227
NC_022912	Shigella dysenteriae 1617
NC_007606	Shigella dysenteriae Sd197
NC_004337	Shigella flexneri 2a str. 301
NC_008258	Shigella flexneri 5 str. 8401
NC_016822	Shigella sonnei 53G
NC_007384	Shigella sonnei Ss046
NC_017910	Shimwellia blattae DSM 4481 = NBRC 105725
NC_013959	Sideroxydans lithotrophicus ES-1
NC_018868	Simiduia agarivorans SA1 = DSM 21679
NC_015713	Simkania negevensis Z
NC_019892	Singulisphaera acidiphila DSM 18658
NC_016815	Sinorhizobium fredii HH103
NC_012587	Sinorhizobium fredii NGR234
NC_012586	Sinorhizobium fredii NGR234
NC_018000	Sinorhizobium fredii USDA 257
NC_009621	Sinorhizobium medicae WSM419
NC_009636	Sinorhizobium medicae WSM419
NC_003047	Sinorhizobium meliloti 1021
NC_019848	Sinorhizobium meliloti GR4
NC_013165	Slackia heliotrinireducens DSM 20476
NC_007712	Sodalis glossinidius str. 'morsitans'
NC_018065	Solibacillus silvestris StLB046
NC_017770	Solitalea canadensis DSM 3403
NC_010162	Sorangium cellulosum So ce56
NC_015436	Sphaerochaeta coccoides DSM 17374
NC_015152	Sphaerochaeta globosa str. Buddy
NC_016633	Sphaerochaeta pleomorpha str. Grapes
NC_015277	Sphingobacterium sp. 21
NC_015593	Sphingobium chlorophenolicum L-1
NC_014006	Sphingobium japonicum UT26S
NC_014013	Sphingobium japonicum UT26S
NC_015976	Sphingobium sp. SYK-6
NC_009511	Sphingomonas wittichii RW1
NC_008048	Sphingopyxis alaskensis RB2256
NC_021291	Spiribacter salinus M19-40
NC_022664	Spiribacter sp. UAH-SP71
NC_017098	Spirochaeta africana DSM 8902
NC_014364	Spirochaeta smaragdinae DSM 11293
NC_014484	Spirochaeta thermophila DSM 6192
NC_022998	Spiroplasma apis B31
NC_021280	Spiroplasma chrysopicola DF-1
NC_021833	Spiroplasma diminutum CUAS-1
NC_021284	Spiroplasma syrphidicola EA-1
NC_021846	Spiroplasma taiwanense CT-1
NC_013730	Spirosoma linguale DSM 74
NC_013947	Stackebrandtia nassauensis DSM 44728
NC_019748	Stanieria cyanosphaera PCC 7437
NC_017340	Staphylococcus aureus 04-02981
NC_018608	Staphylococcus aureus 08BA02176
NC_021670	Staphylococcus aureus Bmb9393
NC_021554	Staphylococcus aureus CA-347
NC_021059	Staphylococcus aureus M1
NC_007622	Staphylococcus aureus RF122
NC_017351	Staphylococcus aureus subsp. aureus 11819-97
NC_022113	Staphylococcus aureus subsp. aureus 55/2053
NC_022222	Staphylococcus aureus subsp. aureus 6850
NC_017673	Staphylococcus aureus subsp. aureus 71193
NC_022226	Staphylococcus aureus subsp. aureus CN1
NC_002951	Staphylococcus aureus subsp. aureus COL
NC_017343	Staphylococcus aureus subsp. aureus ECT-R 2
NC_013450	Staphylococcus aureus subsp. aureus ED98
NC_017763	Staphylococcus aureus subsp. aureus HO 5096 0412
NC_009632	Staphylococcus aureus subsp. aureus JH1
NC_009487	Staphylococcus aureus subsp. aureus JH9
NC_017338	Staphylococcus aureus subsp. aureus JKD6159
NC_017349	Staphylococcus aureus subsp. aureus LGA251
NC_016928	Staphylococcus aureus subsp. aureus M013
NC_002952	Staphylococcus aureus subsp. aureus MRSA252
NC_016941	Staphylococcus aureus subsp. aureus MSHR1132
NC_002953	Staphylococcus aureus subsp. aureus MSSA476
NC_003923	Staphylococcus aureus subsp. aureus MW2
NC_009782	Staphylococcus aureus subsp. aureus Mu3
NC_002758	Staphylococcus aureus subsp. aureus Mu50
NC_002745	Staphylococcus aureus subsp. aureus N315
NC_007795	Staphylococcus aureus subsp. aureus NCTC 8325
NC_022443	Staphylococcus aureus subsp. aureus SA40
NC_022442	Staphylococcus aureus subsp. aureus SA957
NC_020568	Staphylococcus aureus subsp. aureus ST228
NC_020566	Staphylococcus aureus subsp. aureus ST228
NC_020564	Staphylococcus aureus subsp. aureus ST228
NC_020533	Staphylococcus aureus subsp. aureus ST228
NC_020532	Staphylococcus aureus subsp. aureus ST228
NC_020536	Staphylococcus aureus subsp. aureus ST228
NC_020529	Staphylococcus aureus subsp. aureus ST228
NC_020537	Staphylococcus aureus subsp. aureus ST228
NC_017333	Staphylococcus aureus subsp. aureus ST398
NC_017347	Staphylococcus aureus subsp. aureus T0131
NC_017342	Staphylococcus aureus subsp. aureus TCH60
NC_017331	Staphylococcus aureus subsp. aureus TW20
NC_007793	Staphylococcus aureus subsp. aureus USA300_FPR3757
NC_010079	Staphylococcus aureus subsp. aureus USA300_TCH1516
NC_016912	Staphylococcus aureus subsp. aureus VC40
NC_022604	Staphylococcus aureus subsp. aureus Z172
NC_017341	Staphylococcus aureus subsp. aureus str. JKD6008
NC_009641	Staphylococcus aureus subsp. aureus str. Newman
NC_012121	Staphylococcus carnosus subsp. carnosus TM300
NC_004461	Staphylococcus epidermidis ATCC 12228
NC_002976	Staphylococcus epidermidis RP62A
NC_007168	Staphylococcus haemolyticus JCSC1435
NC_013893	Staphylococcus lugdunensis HKU09-01
NC_017353	Staphylococcus lugdunensis N920143
NC_017568	Staphylococcus pseudintermedius ED99
NC_014925	Staphylococcus pseudintermedius HKU10-03
NC_014205	Staphylothermus hellenicus DSM 12710
NC_009033	Staphylothermus marinus F1
NC_014217	Starkeya novella DSM 506
NC_017671	Stenotrophomonas maltophilia D457
NC_015947	Stenotrophomonas maltophilia JV3
NC_010943	Stenotrophomonas maltophilia K279a
NC_011071	Stenotrophomonas maltophilia R551-3
NC_014623	Stigmatella aurantiaca DW4/3-1
NC_013515	Streptobacillus moniliformis DSM 12112
NC_004116	Streptococcus agalactiae 2603V/R
NC_022244	Streptococcus anginosus C1051
NC_022239	Streptococcus anginosus C238
NC_022238	Streptococcus constellatus subsp. pharyngis C1050
NC_012891	Streptococcus dysgalactiae subsp. equisimilis GGS_124
NC_011134	Streptococcus equi subsp. zooepidemicus MGCS10565
NC_013798	Streptococcus gallolyticus UCN34
NC_017576	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
NC_015215	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069
NC_009785	Streptococcus gordonii str. Challis substr. CH1
NC_016826	Streptococcus infantarius subsp. infantarius CJ18
NC_021314	Streptococcus iniae SF1
NC_022246	Streptococcus intermedius B196
NC_022237	Streptococcus intermedius C270
NC_018073	Streptococcus intermedius JTH08
NC_021900	Streptococcus lutetiensis 033
NC_016749	Streptococcus macedonicus ACA-DC 198
NC_013853	Streptococcus mitis B6
NC_018089	Streptococcus mutans GS-5
NC_017768	Streptococcus mutans LJ23
NC_013928	Streptococcus mutans NN2025
NC_004350	Streptococcus mutans UA159
NC_021175	Streptococcus oligofermentans AS 1.3089
NC_015291	Streptococcus oralis Uo5
NC_015678	Streptococcus parasanguinis ATCC 15912
NC_017905	Streptococcus parasanguinis FW213
NC_015558	Streptococcus parauberis KCTC 11537
NC_015600	Streptococcus pasteurianus ATCC 43144
NC_003098	Streptococcus pneumoniae R6
NC_003028	Streptococcus pneumoniae TIGR4
NC_015875	Streptococcus pseudopneumoniae IS7493
NC_002737	Streptococcus pyogenes M1 GAS
NC_017594	Streptococcus salivarius 57.I
NC_017595	Streptococcus salivarius JIM8777
NC_015760	Streptococcus salivarius JIM8780
NC_009009	Streptococcus sanguinis SK36
NC_022584	Streptococcus sp. I-G2
NC_022582	Streptococcus sp. I-P16
NC_009442	Streptococcus suis 05ZYH33
NC_012926	Streptococcus suis BM407
NC_006449	Streptococcus thermophilus CNRZ1066
NC_017581	Streptococcus thermophilus JIM 8232
NC_008532	Streptococcus thermophilus LMD-9
NC_017927	Streptococcus thermophilus MN-ZLW-002
NC_012004	Streptococcus uberis 0140J
NC_020990	Streptomyces albus J1074
NC_003155	Streptomyces avermitilis MA-4680 = NBRC 14893
NC_016582	Streptomyces bingchenggensis BCW-1
NC_016111	Streptomyces cattleya NRRL 8057 = DSM 46488
NC_003888	Streptomyces coelicolor A3(2)
NC_021985	Streptomyces collinus Tu 365
NC_020504	Streptomyces davawensis JCM 4913
NC_016114	Streptomyces flavogriseus ATCC 33331
NC_021177	Streptomyces fulvissimus DSM 40593
NC_010572	Streptomyces griseus subsp. griseus NBRC 13350
NC_017765	Streptomyces hygroscopicus subsp. jinggangensis 5008
NC_020895	Streptomyces hygroscopicus subsp. jinggangensis TL01
NC_022785	Streptomyces rapamycinicus NRRL 5491
NC_013929	Streptomyces scabiei 87.22
NC_021055	Streptomyces sp. PAMC26508
NC_015953	Streptomyces sp. SirexAA-E
NC_015957	Streptomyces violaceusniger Tu 4113
NC_013595	Streptosporangium roseum DSM 43021
NC_015757	Sulfobacillus acidophilus TPY
NC_007181	Sulfolobus acidocaldarius DSM 639
NC_012588	Sulfolobus islandicus M.14.25
NC_002754	Sulfolobus solfataricus P2
NC_003106	Sulfolobus tokodaii str. 7
NC_022357	Sulfuricella denitrificans skB26
NC_014762	Sulfuricurvum kujiense DSM 16994
NC_012438	Sulfurihydrogenibium azorense Az-Fu1
NC_010730	Sulfurihydrogenibium sp. YO3AOP1
NC_014506	Sulfurimonas autotrophica DSM 16294
NC_007575	Sulfurimonas denitrificans DSM 1251
NC_018002	Sulfurospirillum barnesii SES-3
NC_013512	Sulfurospirillum deleyianum DSM 6946
NC_009663	Sulfurovum sp. NBC37-1
NC_006177	Symbiobacterium thermophilum IAM 14863
NC_006576	Synechococcus elongatus PCC 6301
NC_008319	Synechococcus sp. CC9311
NC_007516	Synechococcus sp. CC9605
NC_007513	Synechococcus sp. CC9902
NC_007775	Synechococcus sp. JA-3-3Ab
NC_010475	Synechococcus sp. PCC 7002
NC_009482	Synechococcus sp. RCC307
NC_009481	Synechococcus sp. WH 7803
NC_005070	Synechococcus sp. WH 8102
NC_000911	Synechocystis sp. PCC 6803
NC_008554	Syntrophobacter fumaroxidans MPOB
NC_015172	Syntrophobotulus glycolicus DSM 8271
NC_008346	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
NC_014220	Syntrophothermus lipocalidus DSM 12680
NC_007759	Syntrophus aciditrophicus SB
NC_016610	Tannerella forsythia ATCC 43037
NC_016043	Taylorella asinigenitalis MCE3
NC_014914	Taylorella equigenitalis MCE9
NC_015519	Tepidanaerobacter acetatoxydans Re1
NC_019954	Tepidanaerobacter acetatoxydans Re1
NC_012997	Teredinibacter turnerae T7901
NC_018014	Terriglobus roseus DSM 18391
NC_014963	Terriglobus saanensis SP1PR4
NC_016052	Tetragenococcus halophilus
NC_020888	Thalassolituus oleivorans MIL-1
NC_011662	Thauera sp. MZ1T
NC_018870	Thermacetogenium phaeum DSM 12270
NC_014831	Thermaerobacter marianensis DSM 12885
NC_013522	Thermanaerovibrio acidaminovorans DSM 6589
NC_014152	Thermincola potens JR
NC_014964	Thermoanaerobacter brockii subsp. finnii Ako-1
NC_013921	Thermoanaerobacter italicus Ab9
NC_014209	Thermoanaerobacter mathranii subsp. mathranii str. A3
NC_010321	Thermoanaerobacter pseudethanolicus ATCC 33223
NC_014538	Thermoanaerobacter sp. X513
NC_010320	Thermoanaerobacter sp. X514
NC_003869	Thermoanaerobacter tengcongensis MB4
NC_015958	Thermoanaerobacter wiegelii Rt8.B1
NC_014410	Thermoanaerobacterium thermosaccharolyticum DSM 571
NC_015555	Thermoanaerobacterium xylanolyticum LX-11
NC_019897	Thermobacillus composti KWC4
NC_007333	Thermobifida fusca YX
NC_014165	Thermobispora bispora DSM 43833
NC_014804	Thermococcus barophilus MP
NC_012804	Thermococcus gammatolerans EJ3
NC_006624	Thermococcus kodakarensis KOD1
NC_022084	Thermococcus litoralis DSM 5473
NC_011529	Thermococcus onnurineus NA1
NC_012883	Thermococcus sibiricus MM 739
NC_015865	Thermococcus sp. 4557
NC_013894	Thermocrinis albus DSM 14484
NC_015681	Thermodesulfatator indicus DSM 15286
NC_015682	Thermodesulfobacterium geofontis OPF15
NC_015499	Thermodesulfobium narugense DSM 14796
NC_011296	Thermodesulfovibrio yellowstonii DSM 11347
NC_008698	Thermofilum pendens Hrk 5
NC_022093	Thermofilum sp. 1910b
NC_017954	Thermogladius cellulolyticus 1633
NC_011959	Thermomicrobium roseum DSM 5159
NC_013510	Thermomonospora curvata DSM 43183
NC_002689	Thermoplasma volcanium GSS1
NC_015315	Thermoproteus uzoniensis 768-20
NC_014377	Thermosediminibacter oceani DSM 16646
NC_011653	Thermosipho africanus TCF52B
NC_009616	Thermosipho melanesiensis BI429
NC_014160	Thermosphaera aggregans DSM 11486
